date,PX_LAST,PX_MID,PX_BID,PX_ASK,PX_DIRTY_MID,INT_ACC,YLD_YTM_MID,YLD_YTM_BID,YLD_YTM_ASK,DUR_ADJ_MID,DUR_ADJ_OAS_MID,CONVEXITY,OAS_SPREAD_MID,Z_SPRD_MID,country,isin,security_des,MOD_DUR_CALC,CONVEXITY_CALC,MAC_DUR_CALC,PV_DIRTY_CALC
2020-02-07,48.665,48.665,48.18,49.149,49.309,,19.14,19.335,18.948,,,,,1765.828,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,5.077378121920858,35.834282162873485,5.563283208188683,49.2332725098277
2020-02-10,48.502,48.502,48.175,48.828,49.165,,19.208,19.34,19.078,,,,,1775.033,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,5.063048015135149,35.68317226731839,5.549303146508729,49.1376625485711
2020-02-11,46.477,46.477,46.149,46.805,47.158,,20.049,20.19,19.91,,,,,1856.231,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.976183761222641,34.77706478718264,5.475021302366405,47.13065643669155
2020-02-12,47.016,47.016,46.724,47.308,47.715,,19.824,19.947,19.702,,,,,1829.632,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.996236516958682,34.98535570073312,5.491463480519626,47.687196657790125
2020-02-13,45.304,45.304,44.906,45.701,46.077,,20.573,20.75,20.398,,,,,1902.54,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.918803280671066,34.18320686306782,5.424775980137295,45.97317691305091
2020-02-14,45.688,45.688,45.348,46.027,46.479,,20.407,20.556,20.259,,,,,1893.508,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.932906492789693,34.32884123486853,5.436235606781489,46.37539813226641
2020-02-17,45.688,45.688,45.348,46.027,46.479,,20.407,20.556,20.259,,,,,1892.232,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.9254534152001455,34.25198460681539,5.428022054420093,46.44947386687309
2020-02-18,44.793,44.793,44.447,45.138,45.603,,20.806,20.963,20.652,,,,,1935.854,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.883143730011347,33.81665000430149,5.391137172244427,45.57384509979529
2020-02-19,44.6,44.6,44.231,44.968,45.428,,20.896,21.064,20.731,,,,,1943.322,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.871692504797761,33.69928623737376,5.380686937699031,45.39887540639656
2020-02-20,44.232,44.232,43.881,44.583,45.115,,21.073,21.235,20.913,,,,,1966.516,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.85158403529358,33.49350636095163,5.362771187172287,45.03448709973361
2020-02-21,44.857,44.857,44.495,45.218,45.759,,20.793,20.956,20.632,,,,,1943.511,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.877000026878776,33.75396599219081,5.384037334673229,45.67694334650655
2020-02-24,45.382,45.382,45.094,45.67,46.302,,20.562,20.69,20.435,,,,,1930.517,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.892593307108816,33.914195131232624,5.395600825012674,46.26999555056442
2020-02-25,45.261,45.261,44.913,45.609,46.2,,20.619,20.774,20.465,,,,,1938.216,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.8844253787118985,33.83047996194258,5.387985213130201,46.16601051763613
2020-02-26,45.788,45.788,45.659,45.917,46.745,,20.39,20.446,20.333,,,,,1917.44,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.904791146415543,34.039509166925974,5.404834603792608,46.71133738152688
2020-02-27,43.608,43.608,43.165,44.05,44.639,,21.387,21.595,21.181,,,,,2023.315,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.803036127477437,33.000051312584326,5.316648795769237,44.52887161175827
2020-02-28,43.116,43.116,42.815,43.416,44.165,,21.622,21.765,21.48,,,,,2056.596,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.777243246697337,32.73858918569889,5.293711014097785,44.05505785797723
2020-03-02,43.655,43.655,43.385,43.925,44.722,,21.371,21.498,21.245,,,,,2028.746,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.794730978986325,32.91675414923228,5.307071957745909,44.66231240781843
2020-03-03,44.402,44.402,44.035,44.769,45.488,,21.029,21.198,20.863,,,,,2020.251,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.826236607436237,33.237047040373,5.33369125552512,45.42822181965218
2020-03-04,44.517,44.517,44.129,44.904,45.621,,20.98,21.158,20.805,,,,,1969.372,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.828632110340118,33.26158666942376,5.335155618714797,45.56071424489872
2020-03-05,42.725,42.725,42.301,43.148,43.884,,21.828,22.034,21.626,,,,,2099.598,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.742016833934811,32.38455681564459,5.259560551190457,43.77326659520181
2020-03-06,41.177,41.177,40.796,41.558,42.355,,22.597,22.792,22.405,,,,,2180.003,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.663624777490835,31.597836351813378,5.190544422975638,42.24286723276503
2020-03-09,37.01,37.01,36.562,37.458,38.206,,24.882,25.149,24.619,,,,,2429.575,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.433193124313707,29.323466211108567,4.984726680909575,38.143476417455496
2020-03-10,36.716,36.716,36.306,37.125,37.931,,25.06,25.308,24.818,,,,,2429.354,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.413560858996679,29.13314918519584,4.966580034628962,37.8687175694712
2020-03-11,35.501,35.501,35.162,35.84,36.734,,25.809,26.024,25.598,,,,,2502.066,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.339083481116627,28.411785789759985,4.899020508937323,36.67159805170802
2020-03-12,32.815,32.815,32.33,33.3,34.103,,27.61,27.956,27.271,,,,,2692.543,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.165680617501838,26.752437364453208,4.740752826747967,33.991434122938806
2020-03-13,34.558,34.558,34.367,34.749,35.865,,26.43,26.555,26.306,,,,,2555.607,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.274914986942404,27.79660364099136,4.839845002466843,35.75179733427324
2020-03-16,31.075,31.075,30.77,31.38,32.4,,28.898,29.133,28.666,,,,,2821.582,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.035978256033699,25.537584171992204,4.619136754248008,32.336165008247235
2020-03-17,30.34,30.34,30.083,30.596,31.683,,29.476,29.681,29.274,,,,,2859.642,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.980336796150055,25.02061089365866,4.56695883316665,31.61922169004044
2020-03-18,26.975,26.975,26.613,27.336,28.337,,32.404,32.752,32.064,,,,,3149.602,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.714816445024073,22.587861350029332,4.316691005446874,28.2734635621511
2020-03-19,26.063,26.063,25.526,26.599,27.48,,33.31,33.859,32.78,,,,,3245.002,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.633438796524428,21.858188754985854,4.238588028085571,27.370611996348902
2020-03-20,26.02,26.02,25.372,26.667,27.455,,33.359,34.025,32.719,,,,,3271.164,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.6268524948121663,21.80217106563099,4.231793356684362,27.345041712786585
2020-03-23,23.949,23.949,23.442,24.456,25.403,,35.592,36.185,35.019,,,,,3497.921,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.430522356635528,20.07345825708265,4.0410181152223865,25.33955009834085
2020-03-24,24.796,24.796,24.398,25.194,26.268,,34.65,35.089,34.223,,,,,3397.953,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.507113708768557,20.750120337291985,4.114721158812709,26.204404048429943
2020-03-25,25.145,25.145,24.787,25.503,26.636,,34.28,34.666,33.904,,,,,3356.749,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.536146964119549,21.00998573258055,4.14224255376964,26.57120301153616
2020-03-26,25.681,25.681,25.18,26.181,27.227,,33.736,34.259,33.229,,,,,3305.361,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.580297871409498,21.40487163287028,4.184222516358853,27.11384439917033
2020-03-27,25.62,25.62,25.207,26.033,27.166,,33.798,34.231,33.377,,,,,3319.076,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.57263513836355,21.33982277760806,4.176374750395606,27.07690911901281
2020-03-30,26.459,26.459,25.979,26.938,28.023,,32.959,33.437,32.495,,,,,3232.157,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.638056922599847,21.931828731684387,4.237590513159689,27.9792982365173
2020-03-31,27.702,27.702,27.082,28.322,29.285,,31.786,32.363,31.229,,,,,3115.743,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.738683511370128,22.838981114605406,4.332872481832182,29.24033449607049
2020-04-01,27.283,27.283,26.847,27.719,28.884,,32.179,32.592,31.776,,,,,3159.288,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.701607658415977,22.50742122292772,4.297177822616815,28.83936416803212
2020-04-02,28.129,28.129,27.628,28.629,29.785,,31.42,31.874,30.98,,,,,3085.434,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.766475265522175,23.09561514083225,4.358188529735709,29.69237009637267
2020-04-03,29.388,29.388,28.745,30.031,31.063,,30.338,30.884,29.809,,,,,2975.496,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.861277650412009,23.960860095424504,4.446994857203006,30.96758638254632
2020-04-06,29.69,29.69,29.112,30.268,31.383,,30.092,30.575,29.623,,,,,2946.538,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.876443511942522,24.106577879872976,4.459693202749394,31.336065075685067
2020-04-07,29.195,29.195,28.705,29.685,30.906,,30.51,30.929,30.101,,,,,2985.109,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.8362264639297567,23.74166104303772,4.421442811002241,30.858823712147878
2020-04-08,28.086,28.086,27.496,28.675,29.871,,31.495,32.033,30.975,,,,,3075.782,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.745604938452475,22.922507122736352,4.335444076135279,29.751286996999607
2020-04-09,28.207,28.207,27.57,28.844,30.01,,31.392,31.97,30.835,,,,,3072.677,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7524054706740335,22.98646547563184,4.341383033351031,29.89028224354989
2020-04-10,28.207,28.207,27.57,28.844,30.01,,31.392,31.97,30.835,,,,,3072.869,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7500390528314704,22.96768886921037,4.338645182563898,29.914154220844075
2020-04-13,28.003,28.003,27.549,28.457,29.825,,31.58,31.995,31.176,,,,,3088.408,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.726228371202522,22.76102869660909,4.3145998310154,29.77609073847553
2020-04-14,28.183,28.183,27.638,28.728,30.023,,31.424,31.918,30.945,,,,,3075.833,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.737725817680856,22.86706163808196,4.324997298154871,29.97394680994908
2020-04-15,27.388,27.388,26.873,27.902,29.247,,32.155,32.643,31.682,,,,,3158.731,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.670700422312103,22.26870553136025,4.260857282709332,29.19679536666028
2020-04-16,27.888,27.888,27.566,28.209,29.802,,31.711,32.006,31.423,,,,,3119.486,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7075227487583753,22.6009658979616,4.29536901818776,29.703047036732336
2020-04-17,31.034,31.034,30.818,31.249,32.966,,29.086,29.253,28.921,,,,,2848.579,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.942124596122333,24.732952317017265,4.515427776136403,32.86494798871274
2020-04-20,30.605,30.605,30.03,31.179,32.556,,29.425,29.885,28.979,,,,,2886.226,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.903870910431821,24.388630635647363,4.478227918129103,32.50358479248531
2020-04-21,28.749,28.749,28.248,29.25,30.718,,30.964,31.404,30.535,,,,,3022.269,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7621964591543313,23.10514433201599,4.3446597149606045,30.665364526346124
2020-04-22,27.913,27.913,27.322,28.504,29.901,,31.71,32.255,31.183,,,,,3116.9,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.693432280903989,22.49070107581132,4.279025969041316,29.84811947015841
2020-04-23,26.819,26.819,26.372,27.266,28.862,,32.751,33.188,32.325,,,,,3221.079,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.59971417950153,21.66003572148274,4.189185374965804,28.75985485656416
2020-04-24,26.666,26.666,26.277,27.054,28.727,,32.905,33.288,32.531,,,,,3236.306,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.5839789438369545,21.523846015113197,4.173633079571729,28.625022804958263
2020-04-27,26.459,26.459,25.918,27.0,28.539,,33.113,33.656,32.588,,,,,3254.548,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.558911179699046,21.31165568082966,4.148142309165919,28.4845565542504
2020-04-28,26.649,26.649,26.133,27.164,28.747,,32.933,33.444,32.438,,,,,3245.789,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.572146355906799,21.43109397265349,4.1603538356021925,28.69195603229692
2020-04-29,26.502,26.502,25.943,27.061,28.618,,33.083,33.642,32.541,,,,,3258.096,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.556807076065,21.299024248706896,4.145156318552291,28.562839027061752
2020-04-30,25.384,25.384,24.815,25.952,27.556,,34.239,34.849,33.651,,,,,3374.701,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.4554799445934865,20.416271711378982,4.047040833708168,27.45173055882601
2020-05-01,25.06,25.06,24.58,25.541,27.25,,34.59,35.114,34.08,,,,,3410.642,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.423488620114244,20.141923221428797,4.015580976963002,27.145901381851388
2020-05-04,24.705,24.705,24.245,25.165,26.913,,34.982,35.496,34.483,,,,,3452.584,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.383602683010277,19.807264865959294,3.975428628295605,26.85678420440836
2020-05-05,25.668,25.668,25.307,26.029,27.895,,33.96,34.338,33.591,,,,,3345.324,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.467484161310652,20.53631116273119,4.056262971901201,27.83785792645766
2020-05-06,26.309,26.309,25.905,26.713,28.554,,33.315,33.723,32.917,,,,,3280.537,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.5203541442667765,21.00018793361864,4.106757135848015,28.496565166535717
2020-05-07,26.709,26.709,26.221,27.197,29.009,,32.939,33.421,32.471,,,,,3249.962,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.550469812631634,21.26675192261979,4.135214438423001,28.9021470541839
2020-05-08,26.845,26.845,26.389,27.301,29.164,,32.813,33.26,32.378,,,,,3235.447,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.5590420268943066,21.34482098605713,4.142956257036721,29.056093355508136
2020-05-11,28.594,28.594,28.414,28.773,30.931,,31.21,31.368,31.053,,,,,3072.519,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.6928516430034377,22.53485280529855,4.269121141894124,30.87004810013461
2020-05-12,29.769,29.769,29.229,30.308,32.125,,30.216,30.668,29.777,,,,,2975.616,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7795681769385343,23.31189605633215,4.350585337110408,32.06308947054804
2020-05-13,29.435,29.435,28.922,29.947,31.809,,30.499,30.936,30.075,,,,,3004.202,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.7516982057625383,23.064592554600168,4.323813423650297,31.74777329416776
2020-05-14,29.276,29.276,28.963,29.588,31.705,,30.65,30.918,30.388,,,,,3019.964,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.735765050501872,22.92463858459137,4.308271044491284,31.59340874006012
2020-05-15,31.761,31.761,31.224,32.297,34.209,,28.677,29.085,28.281,,,,,2821.628,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.912775440315464,24.521531385304293,4.473808746825096,34.09500101670395
2020-05-18,33.484,33.484,32.945,34.023,35.95,,27.441,27.819,27.072,,,,,2690.514,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.020277111946144,25.509579293625325,4.571879233090715,35.885452991448474
2020-05-19,32.293,32.293,31.726,32.86,34.777,,28.294,28.714,27.885,,,,,2780.415,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.938547069648653,24.76380333766308,4.495733323591848,34.712591506131865
2020-05-20,32.334,32.334,31.833,32.834,34.837,,28.269,28.639,27.908,,,,,2777.778,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.938461544173135,24.76492029975024,4.495143391134287,34.7719609740264
2020-05-21,32.474,32.474,32.003,32.944,35.05,,28.188,28.534,27.851,,,,,2769.821,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.94356090502184,24.813235177796813,4.499366378975618,34.908366147640976
2020-05-22,32.71,32.71,32.248,33.173,32.71,,27.58,27.906,27.259,,,,,2753.131,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.9976710158384177,25.30912244214656,4.548949848922535,35.786915795103525
2020-05-25,32.71,32.71,32.248,33.173,32.71,,27.58,27.906,27.259,,,,,2753.222,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,3.990452848722331,25.24829112376276,4.54073629656114,35.86294080080167
2020-05-26,36.494,36.494,35.719,37.269,36.494,,25.146,25.618,24.689,,,,,2715.042,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.217992846803129,27.354304633646617,4.748321087431686,39.6570021569538
2020-05-27,35.98,35.98,35.373,36.587,35.98,,25.472,25.848,25.105,,,,,2707.917,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.184436767179157,27.04208497680044,4.717366633847095,39.14309594999383
2020-05-28,35.033,35.033,34.428,35.638,35.033,,26.093,26.482,25.712,,,,,2778.074,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.122996301341533,26.47250792534002,4.660903013796056,38.17167030406712
2020-05-29,36.624,36.624,36.117,37.131,36.624,,25.126,25.432,24.826,,,,,2671.169,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.212608741971967,27.307433288786328,4.7418387782259055,39.76771301790001
2020-06-01,37.346,37.346,36.805,37.886,37.346,,24.715,25.033,24.404,,,,,2659.076,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.244669016919901,27.61073681529846,4.769203990685778,40.54303668679182
2020-06-02,38.108,38.108,37.626,38.59,38.108,,24.291,24.566,24.021,,,,,2623.448,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.282978924481812,27.97132138373101,4.803168129754751,41.30879552471811
2020-06-03,39.281,39.281,38.87,39.693,39.281,,23.655,23.879,23.432,,,,,2497.793,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.341920266899298,28.52807828486464,4.855460886466812,42.48378000467284
2020-06-04,38.175,38.175,37.718,38.632,38.175,,24.308,24.569,24.052,,,,,2566.885,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.276460074774351,27.911975123776557,4.796221032262426,41.33062012489481
2020-06-05,38.332,38.332,37.854,38.81,38.332,,24.233,24.505,23.966,,,,,2552.138,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.281238268635381,27.95780855126859,4.799974503454586,41.48948127204221
2020-06-08,39.671,39.671,39.177,40.165,39.671,,23.51,23.778,23.247,,,,,2472.107,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.343708678931581,28.548908131677077,4.854311634139989,42.88281359749936
2020-06-09,38.239,38.239,37.818,38.66,38.239,,24.313,24.554,24.077,,,,,2567.017,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.263773398493695,27.79778276496634,4.782099011681582,41.45177991208813
2020-06-10,39.391,39.391,38.926,39.856,39.391,,23.688,23.943,23.437,,,,,2503.134,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.321592224819812,28.341826681570684,4.833441607927472,42.6053785508732
2020-06-11,38.42,38.42,37.913,38.926,38.42,,24.266,24.555,23.983,,,,,2572.536,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.263411537471964,27.796305404066377,4.780691259313437,41.58709750327367
2020-06-12,38.613,38.613,38.057,39.168,38.613,,24.171,24.487,23.863,,,,,2560.922,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.2701111504932365,27.859977710259997,4.786175433586096,41.782152661270615
2020-06-15,38.787,38.787,38.364,39.21,38.787,,24.088,24.326,23.854,,,,,2549.248,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.270772917124156,27.868924189105226,4.78514480726259,42.00904287590004
2020-06-16,40.058,40.058,39.693,40.422,40.058,,23.408,23.604,23.215,,,,,2472.326,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.333979320163049,28.46316602880241,4.841228259794932,43.282796982436096
2020-06-17,39.849,39.849,39.355,40.343,39.849,,23.533,23.801,23.27,,,,,2488.217,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.319435670347258,28.327069056134576,4.827682068498667,43.07550343852506
2020-06-18,38.975,38.975,38.493,39.456,38.975,,24.051,24.322,23.786,,,,,2549.176,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.267004482016081,27.83638388076973,4.780133106000925,42.154066164877776
2020-06-19,39.959,39.959,39.401,40.516,39.959,,23.527,23.83,23.23,,,,,2490.588,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.315116491493928,28.28802532763232,4.822725219970816,43.139179097954255
2020-06-22,40.679,40.679,40.176,41.182,40.679,,23.158,23.424,22.896,,,,,2447.585,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.343478857450653,28.55687654179966,4.846410274354864,43.91342443814948
2020-06-23,41.264,41.264,40.768,41.759,41.264,,22.867,23.124,22.614,,,,,2414.688,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.369252329463423,28.800410596544918,4.868810794552624,44.50018921690301
2020-06-24,40.627,40.627,40.151,41.103,40.627,,23.211,23.464,22.963,,,,,2455.445,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.333437280450244,28.463809062386,4.836354344032897,43.8652244322125
2020-06-25,40.328,40.328,39.892,40.764,40.328,,23.409,23.643,23.178,,,,,2477.764,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.3118237362065415,28.261666856007537,4.816501145410836,43.51765464546919
2020-06-26,39.664,39.664,39.09,40.237,39.664,,23.78,24.097,23.471,,,,,2523.702,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.27355239928075,27.90446625324604,4.781677779555231,42.856250469261965
2020-06-29,40.363,40.363,39.951,40.775,40.363,,23.417,23.638,23.199,,,,,2484.509,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.301246617970888,28.16559669648539,4.80485807823601,43.60827520762264
2020-06-30,39.958,39.958,39.45,40.465,39.958,,23.648,23.925,23.376,,,,,2508.966,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.276491951391047,27.93515678020197,4.782144359723524,43.20467750496054
2020-07-01,39.683,39.683,39.14,40.225,39.683,,22.299,22.572,22.031,,,,,2509.18,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.404806048378782,29.140464640807288,4.895919898742774,45.83729889422568
2020-07-02,39.561,39.561,39.017,40.104,39.561,,22.371,22.646,22.102,,,,,2346.206,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.395333787857396,29.051482758707223,4.886973848698186,45.71880937428791
2020-07-03,39.561,39.561,39.017,40.104,39.561,,22.371,22.646,22.102,,,,,2346.31,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.39287137073724,29.02873518553355,4.884235997911055,45.74536085037079
2020-07-06,41.209,41.209,40.799,41.618,41.209,,21.579,21.775,21.386,,,,,2259.359,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.797575968940621,31.91883377798576,5.31521042810947,44.14671886436459
2020-07-07,41.746,41.746,41.217,42.275,41.746,,21.337,21.586,21.092,,,,,2235.31,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.81665574017182,32.10985677079006,5.33052065781205,44.688217785954016
2020-07-08,42.308,42.308,41.884,42.732,42.308,,21.087,21.284,20.894,,,,,2205.872,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.836464024627411,32.30850937272551,5.346396609064001,45.25568294656453
2020-07-09,41.409,41.409,40.974,41.843,41.409,,21.54,21.747,21.336,,,,,2258.677,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.793633105558692,31.87910007604153,5.309907391027363,44.30380643902333
2020-07-10,41.803,41.803,41.421,42.185,41.803,,21.365,21.545,21.188,,,,,2237.025,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.806740343529023,32.010098790069584,5.32022038072651,44.70247398194731
2020-07-13,41.539,41.539,41.048,42.03,41.539,,21.501,21.734,21.27,,,,,2253.716,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.787216097867465,31.81457382154022,5.301865764468706,44.48612225523351
2020-07-14,40.826,40.826,40.454,41.199,40.826,,21.853,22.034,21.673,,,,,2292.235,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.753452940808257,31.47816743054211,5.272838976385671,43.770023605737634
2020-07-15,41.288,41.288,40.916,41.66,41.288,,21.642,21.821,21.466,,,,,2271.142,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.769733734092968,31.6400941511748,5.285866621459168,44.23699203261639
2020-07-16,41.127,41.127,40.693,41.56,41.127,,21.753,21.963,21.546,,,,,2282.316,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.75739915416164,31.517300568508265,5.274837673164031,44.0285277892726
2020-07-17,40.796,40.796,40.383,41.208,40.796,,21.924,22.126,21.725,,,,,2300.241,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.739744962549951,31.341939089307814,5.259315805344677,43.69725064690663
2020-07-20,40.468,40.468,40.112,40.823,40.468,,22.096,22.272,21.923,,,,,2320.844,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.71708638457443,31.11750318119456,5.238230088342213,43.41770844899848
2020-07-21,41.197,41.197,40.776,41.618,41.197,,21.753,21.957,21.553,,,,,2283.855,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.74505275620025,31.39441188046974,5.261148419228371,44.15316118653725
2020-07-22,42.471,42.471,42.031,42.91,42.471,,21.165,21.369,20.963,,,,,2219.226,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.794847863982199,31.889395096955216,5.302262639188116,45.434415184491286
2020-07-23,42.551,42.551,42.144,42.958,42.551,,21.161,21.35,20.974,,,,,2220.142,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.79272793052721,31.86808558627343,5.299822509216641,45.4681633072109
2020-07-24,43.094,43.094,42.602,43.585,43.094,,20.923,21.148,20.702,,,,,2193.082,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.811435640382816,32.05446612040084,5.314783979901463,46.0159966386325
2020-07-27,42.856,42.856,42.41,43.301,42.856,,21.042,21.248,20.84,,,,,2206.84,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.79340984522432,31.874104152441596,5.297724495040371,45.82881656783289
2020-07-28,42.414,42.414,42.015,42.813,42.414,,21.257,21.444,21.073,,,,,2230.642,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.771813488838104,31.65918599873242,5.278985685499262,45.38496534835132
2020-07-29,41.93,41.93,41.514,42.345,41.93,,21.484,21.681,21.289,,,,,2256.322,Argentina,US040114HF05,ARGENT 6 5/8 07/06/28,4.74917220531637,31.43452702510312,5.259328283611454,44.92212662642682
